"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"EMM","1973","10","1.4","245","Book Review","Philip J. Bone: The guitar and mandolin","","Ford","","","","","",""
"EMM","1973","10","1.4","246","Book Review","C. van Leeuwen Boomkamp, J.H. van der Meer: The Carel van Leeuwen Boomkamp collection of musical instruments, a descriptive catalogue","","Stewart","","","","","",""
"EMM","1974","1","2.1","1","None","Editorial","","J.M. Thomson","","","","","",""
"EMM","1974","1","2.1","2","None","The Old Hall manuscript","","Margaret Bent","","","","","",""
"EMM","1974","1","2.1","15","None","Playing from original notation","","Joscelyn Godwin","","","","","",""
"EMM","1974","1","2.1","20","None","Early percussion techniques","","Jeremy Montagu","","","","","",""
"EMM","1974","1","2.1","25","None","A checklist of music for the cittern","","James Tyler.","","","","","",""
"EMM","1974","1","2.1","31","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1974","1","2.1","35","Sale Room Record","The London Salerooms in 1973","","Graham Wells","","","","","",""
"EMM","1974","1","2.1","39","Book Review","Raymond Russell: The harpsichord and clavichord","","Clark","","","","","",""
"EMM","1974","1","2.1","41","Book Review","Howard Mayer Brown, Joan Lascelle:  Musical iconography: a manual for cataloguing musical subjects in western art before 1800","","Montagu","","","","","",""
"EMM","1974","1","2.1","43","Book Review","Jerome Roche: The madrigal","","Brown","","","","","",""
"EMM","1974","1","2.1","45","Book Review","Alec Robertson: The church cantates of J.S. Bach","","Darlow","","","","","",""
"EMM","1974","1","2.1","45","Book Review","Louise Cuyler: The emperor Maximilian I and music","","Brown","","","","","",""
"EMM","1974","1","2.1","45","Book Review","Maud Karpeles: An introduction to English folk songs","","Stewart","","","","","",""
"EMM","1974","1","2.1","53","None","A note on recorder block making","","Gordon Wood","","","","","",""
"EMM","1974","4","2.2","1","None","No index available for April 1974","","","","","","","",""
"EMM","1974","7","2.3","149","None","Editorial","","J.M. Thomson","","","","","",""
"EMM","1974","7","2.3","151","None","Playing the crumhorn: first steps","","Bernard Thomas","","","","","",""
"EMM","1974","7","2.3","157","None","Unfamiliar sources - or cooking with music","","Madeau Stewart","","","","","",""
"EMM","1974","7","2.3","160","None","16th century ensemble viol music","","Michael Morrow","","","","","",""
"EMM","1974","7","2.3","164","None","Common 16th century dance forms: some further notes","","Peter Walls","","","","","",""
"EMM","1974","7","2.3","166","None","An aspect of medieval fiddle construction","","Christopher Page","","","","","",""
"EMM","1974","7","2.3","169","None","A guide to the restoration of woodwind instruments","","Michael Zadro","","","","","",""
"EMM","1974","7","2.3","176","None","London Salerooms report","","Graham Wells","","","","","",""
"EMM","1974","7","2.3","178","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1974","7","2.3","183","Book Review","Warren Kirkendale: L'aria di Fiorenza id est il Ballo del Gran Duca","","Schott","","","","","",""
"EMM","1974","7","2.3","185","Book Review","Ann Livermore: A short history of Spanish music","","Sage","","","","","",""
"EMM","1974","7","2.3","187","Book Review","Edgar Hunt, ed.: The English harpsichord magazine and early keyboard instrument review","","Schott","","","","","",""
"EMM","1974","7","2.3","189","Book Review","Ian Spink: English song, Dowland to Purcell","","Walls","","","","","",""
"EMM","1974","7","2.3","191","Book Review","John Stevens: Medieval romance","","J.M. Thomson","","","","","",""
"EMM","1974","10","2.4","217","None","Editorial","","J.M. Thomson","","","","","",""
"EMM","1974","10","2.4","219","None","Guillaume Dufay and the early renaissance","","Howard Mayer Brown","","","","","",""
"EMM","1974","10","2.4","235","None","An introduction to renaissance viols","","Ian Harwood","","","","","",""
"EMM","1974","10","2.4","247","None","First steps on the dulcimer","","David Kettlewell","","","","","",""
"EMM","1974","10","2.4","254","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1974","10","2.4","256","Book Review","Ernest Closson: History of the piano","","Colt","","","","","",""
"EMM","1974","10","2.4","261","None","London Salerooms report","","Graham Wells","","","","","",""
"EMM","1974","10","2.4","265","None","Nuremberg conference on restoration","","Jeremy Montagu","","","","","",""
"EMM","1975","1","3.1","2","None","The renaissance flute","","Bernard Thomas","","","","","",""
"EMM","1975","1","3.1","11","None","Renaissance and baroque recorders: choosing an instrument","","Christopher Ball","","","","","",""
"EMM","1975","1","3.1","19","None","The Roessler recorder","","K.J. Sayers","","","","","",""
"EMM","1975","1","3.1","21","None","Playing the serpent","","Alan G. Moore","","","","","",""
"EMM","1975","1","3.1","25","None","Giovanni Gabrieli: a guide to the performance of his instrumental music","","Clifford Barlet, Peter Holman","","","","","",""
"EMM","1975","1","3.1","33","None","Introducing the hurdy-gurdy","","Francis Baines","","","","","",""
"EMM","1975","1","3.1","39","None","Wanda Landowska and her repertoire: a note","","Timothy Bainbridge","","","","","",""
"EMM","1975","1","3.1","42","None","Maximilian I and his instruments","","Christine K. Mather","","","","","",""
"EMM","1975","1","3.1","47","None","The diversity of medieval fiddles","","Mary Remnant","","","","","",""
"EMM","1975","1","3.1","51","None","Reply to Remnant","","Christopher Page","","","","","",""
"EMM","1975","1","3.1","52","None","Bruges harpsichord week 1974","","Howard Schott","","","","","",""
"EMM","1975","1","3.1","58","None","Rovetta and Tunder - misattribution or plagiarism","","Jerome Roche","","","","","",""
"EMM","1975","1","3.1","61","None","London salerooms","","Graham Wells","","","","","",""
"EMM","1975","1","3.1","63","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1975","1","3.1","75","Correspondence","Instrument restoration (see Zadro)","","Montagu","","","","","",""
"EMM","1975","1","3.1","75","Correspondence","When is an appoggiatura not an appoggiatura","","Donnington","","","","","",""
"EMM","1975","1","3.1","77","Correspondence","7/8 metres (see Kettlewell)","","Young","","","","","",""
"EMM","1975","1","3.1","77","Correspondence","7/8 metres (see Young)","","Montagu","","","","","",""
"EMM","1975","1","3.1","77","Correspondence","Complacent viols? (see Hallifax)","","Morrow","","","","","",""
"EMM","1975","1","3.1","77","Correspondence","Complacent viols? (see Morrow)","","Hallifax","","","","","",""
"EMM","1975","1","3.1","77","Correspondence","Recorder voicing (see Hubbard)","","Loretto","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Aeolian harps","","Hunt","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Apology (to Stimulus)","","","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Crumhorn sounds","","Moeck","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Engagements wanted","","Suzanne","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Family origins (Halliday)","","Halliday","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Glass harmonica wanted","","Cleeve","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","Plea for (imitation) ivory bank","","von Huene","","","","","",""
"EMM","1975","1","3.1","79","Correspondence","`In seculum viellatoris'","","McAlpine","","","","","",""
"EMM","1975","1","3.1","83","Book Review","David Boalch: Makers of the harpsichord and clavichord 1440-1840, 2nd ed","","Schott","","","","","",""
"EMM","1975","1","3.1","85","Book Review","Betty Bang Mather: Interpretation of French music from 1675 to 1775, for woodwind and other performers","","Preston","","","","","",""
"EMM","1975","1","3.1","89","Book Review","David Brown: Wilbye","","Timms","","","","","",""
"EMM","1975","1","3.1","101","Correspondence","Instrument case wanted","","Hill","","","","","",""
"EMM","1975","4","3.2","107","None","Graces of play in renaissance lute music","","Diana Poulton","","","","","",""
"EMM","1975","4","3.2","115","None","John Dowland and English lute music","","Anthony Rooley","","","","","",""
"EMM","1975","4","3.2","119","None","Three English lute manuscripts (Mynshall, Sampson, Board)","","Robert Spencer","","","","","",""
"EMM","1975","4","3.2","124","None","Checklist of some recently discovered English lute manuscripts (Sampson, Board, Trumbull, Hender Robarts, Mynshall, Burwell)","","Diana Poulton","","","","","",""
"EMM","1975","4","3.2","126","None","Buying a harpsichord - 1","","Trever Pinnock","","","","","",""
"EMM","1975","4","3.2","132","None","The first steps towards playing the cornett - 1","","Christopher Monk","","","","","",""
"EMM","1975","4","3.2","134","None","Woods used for woodwind instruments since the 16th century - 1","","Michael Zadro","","","","","",""
"EMM","1975","4","3.2","140","None","London salerooms","","Graham Wells","","","","","",""
"EMM","1975","4","3.2","143","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1975","4","3.2","147","Book Review","Edwin Ripin: The instrument catalogs of Leopoldo Franciolini","","Schott","","","","","",""
"EMM","1975","4","3.2","149","Book Review","Charles Jacobs: Francisco Correa de Arauxo","","Mayer Brown","","","","","",""
"EMM","1975","4","3.2","151","Book Review","Brussels Museum: Ruckers Genootschap Antwerpen 1969-1974","","Schott","","","","","",""
"EMM","1975","4","3.2","151","Book Review","Denis Arnold: Giovanni Gabrieli","","Parrott","","","","","",""
"EMM","1975","4","3.2","153","Book Review","Johann Altenburg: Essay in an introduction to the heroic and musical art of the trumpeter and kettledrummer","","Smithers","","","","","",""
"EMM","1975","4","3.2","155","Book Review","Hermann Moeck: Spazierstockinstrumente Czakane, Englische und Wiener Flageolette","","Bate","","","","","",""
"EMM","1975","4","3.2","157","Book Review","Ernst Pohlmann: Laute, Theorbe, Chitarrone","","Rooley","","","","","",""
"EMM","1975","4","3.2","157","Book Review","Martin Battestin: The providence of wit","","Thomson","","","","","",""
"EMM","1975","4","3.2","173","None","Stimulus and satiety at Washington","","Joscelyn Godwin","","","","","",""
"EMM","1975","4","3.2","175","Correspondence","Lute construction and playing, a reply","","Harwood","","","","","",""
"EMM","1975","4","3.2","175","Correspondence","Lute construction and playing","","W. Williams","","","","","",""
"EMM","1975","4","3.2","185","Correspondence","Crumhorns","","Douglas Leonard","","","","","",""
"EMM","1975","4","3.2","185","Correspondence","Crumhorns","","Hermann Moeck","","","","","",""
"EMM","1975","4","3.2","187","Correspondence","Re-quilling a harpsichord","","Ian Bond","","","","","",""
"EMM","1975","4","3.2","189","Correspondence","Restoration and the Brussels Museum","","Nicolas Meeùs","","","","","",""
"EMM","1975","4","3.2","191","Correspondence","High standards at the London College of Furniture","","J.M. Thomson","","","","","",""
"EMM","1975","4","3.2","199","None","The lute worldwide - 1","Australia","Helen Richmond","","","","","",""
"EMM","1975","4","3.2","199","None","The lute worldwide - 1","Holland","Gusta Goldschmidt","","","","","",""
"EMM","1975","4","3.2","199","None","The lute worldwide - 1","USA","Donna Curry","","","","","",""
"EMM","1975","7","3.3","221","None","Secular musicial practice in sacred art","","Emanuel Winternitz","","","","","",""
"EMM","1975","7","3.3","227","None","Performance practices in the frottola (16th century Italian solo secular song)","","William Prizer","","","","","",""
"EMM","1975","7","3.3","240","None","Bend the finger at all three joints","a first-hand record of Landowska's teaching methods","Ruth Dyson","","","","","",""
"EMM","1975","7","3.3","242","None","Talking points 1","the 'authentic' sound of early music","Jeremy Montagu","","","","","",""
"EMM","1975","7","3.3","244","None","The first steps towards playing the cornett - 2","","Christopher Monk","","","","","",""
"EMM","1975","7","3.3","249","None","Woods used for woodwind instruments since the 16th century - 2","","Michael Zadro","","","","","",""
"EMM","1975","7","3.3","252","None","Performing early music on record - 1","the Italian Trecento","David Fallows","","","","","",""
"EMM","1975","7","3.3","261","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1975","7","3.3","263","None","Rameau's Les Boréades","","Robert Donnington","","","","","",""
"EMM","1975","7","3.3","265","None","International lute week 1975","","Michael Lowe","","","","","",""
"EMM","1975","7","3.3","269","Book Review","Francis Collinson: The bagpipe","","Baines","","","","","",""
"EMM","1975","7","3.3","271","Book Review","Irving Sloane: Guitar repair","","Saunders","","","","","",""
"EMM","1975","7","3.3","271","Book Review","Nicolo Pasquali: Thorough-bass made easy, facsimile of the 1763 edition","","Donnington","","","","","",""
"EMM","1975","7","3.3","273","Book Review","Peter Williams, ed.: The organ year book","","Langley","","","","","",""
"EMM","1975","7","3.3","273","Book Review","Sebastien Virdung: Livre plaisant (1529) & Dit is een seer schoon boecxke","early music theory in the low countries","Thomson","","","","","",""
"EMM","1975","7","3.3","289","Correspondence","Instrument restoration","","Michael Zadro","","","","","",""
"EMM","1975","7","3.3","291","Correspondence","Instrument restoration, a reply","","Jeremy Montagu","","","","","",""
"EMM","1975","7","3.3","293","Correspondence","Interpretation of French music","","Betty Bang","","","","","",""
"EMM","1975","7","3.3","295","Correspondence","On lute bridges and frets","","Eph Segerman, Djilda Abbott","","","","","",""
"EMM","1975","7","3.3","297","Correspondence","5/4 metres, a reply","","Jeremy Montagu","","","","","",""
"EMM","1975","7","3.3","297","Correspondence","5/4 metres","","Ralph Leavis","","","","","",""
"EMM","1975","7","3.3","297","Correspondence","Maximilian I's instruments","","Claudio Stern","","","","","",""
"EMM","1975","7","3.3","297","Correspondence","Serpent problems","","Alan Lumsden","","","","","",""
"EMM","1975","7","3.3","299","Correspondence","Crumhorn sounds","","Jim Balmer","","","","","",""
"EMM","1975","7","3.3","299","Correspondence","The shakuhachi","","Dan Mayers","","","","","",""
"EMM","1975","7","3.3","323","None","American instrument research and performance","","Bruce Bellingham","","","","","",""
"EMM","1975","10","3.4","331","None","Dance under Louis XIV and XV","some implications for the musician","Meredith Little","","","","","",""
"EMM","1975","10","3.4","341","None","The renaissance guitar 1500-1650","","James Tyler","","","","","",""
"EMM","1975","10","3.4","348","None","On playing the lute","Julian Bream in conversation with J.M. Thomson.","","","","","","",""
"EMM","1975","10","3.4","353","None","How to hold a lute: historical evidence from paintings","","Robert Spencer","","","","","",""
"EMM","1975","10","3.4","355","None","Instrument makers - 1, luthiers","Howard Schott visits the workshops of David Rubio and Michael Lowe.","","","","","","",""
"EMM","1975","10","3.4","358","None","Two more Dufay songs reconstructed","","David Fallows","","","","","",""
"EMM","1975","10","3.4","361","None","The medieval recorder","","Horace Fitzpatrick","","","","","",""
"EMM","1975","10","3.4","365","None","Buying a harpsichord - 2","","Trever Pinnock","","","","","",""
"EMM","1975","10","3.4","368","None","London salerooms","","Graham Wells","","","","","",""
"EMM","1975","10","3.4","370","None","The stringing of the five course baroque guitar","","Donald Gill","","","","","",""
"EMM","1975","10","3.4","373","None","Performing early music on record - 2","continental sacred music of the 16th century","David Fallows","","","","","",""
"EMM","1975","10","3.4","379","None","Orlando Gibbons: an index of the full and verse anthems","","Paul Vining","","","","","",""
"EMM","1975","10","3.4","383","None","Lute Society profile","","J.M. Thomson","","","","","",""
"EMM","1975","10","3.4","387","None","The lute worldwide - 2","Argentina","Gerardo Huseby","","","","","",""
"EMM","1975","10","3.4","387","None","The lute worldwide - 2","Switzerland","Peter Reidemeister","","","","","",""
"EMM","1975","10","3.4","389","None","The lute worldwide - 2","Italy","Mirko Caffagni","","","","","",""
"EMM","1975","10","3.4","393","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1975","10","3.4","399","Book Review","Laurence Picken: Folk musical instruments of Turkey","","Jeremy Montagu","","","","","",""
"EMM","1975","10","3.4","401","Book Review","Frank Harrison: Time, place and music: an anthology of ethnomusicological observation 1550 to 1800","source materials and studies in ethnomusicology I","Raymond First","","","","","",""
"EMM","1975","10","3.4","405","Book Review","Guillermus Dufay: Festival of Flanders programme book","","David Fallows","","","","","",""
"EMM","1975","10","3.4","415","Correspondence","Collegia in American universities, a reply","","Joscelyn Goodwin","","","","","",""
"EMM","1975","10","3.4","415","Correspondence","Collegia in American universities","","Edward Kottick","","","","","",""
"EMM","1975","10","3.4","417","Correspondence","Details of Victor Nerinckx's bagpipes","","Frans van de Hurk","","","","","",""
"EMM","1975","10","3.4","417","Correspondence","On the sound of early 16th century lutes","","Djilda Abbott, Eph Segerman","","","","","",""
"EMM","1975","10","3.4","417","Correspondence","Trumpet like crumhorn tone","","James Furner","","","","","",""
"EMM","1975","10","3.4","419","Correspondence","Authenticity","","Carl Willetts","","","","","",""
"EMM","1975","10","3.4","419","Correspondence","Making early keyboards","","J. Braga","","","","","",""
"EMM","1975","10","3.4","427","None","Bruges 1975. J.M. Thomson","","","","","","","",""
"EMM","1975","10","3.4","429","None","Early music at Kirchheim","","J.M. Thomson","","","","","",""
"EMM","1976","1","4.1","3","None","On re-reading Couperin's L'art de toucher le clavecin","","Ralph Kirkpatrick","","","","","",""
"EMM","1976","1","4.1","12","None","Singing early music","","Andrea von Ramm","","","","","",""
"EMM","1976","1","4.1","15","None","An 18th century view of the harpsichord","","Laurence Libin","","","","","",""
"EMM","1976","1","4.1","19","None","Domenico Scarlatti and Spanish folk music","a performer's re-appraisal","Jane Clark","","","","","",""
"EMM","1976","1","4.1","22","None","French harpsichord playing in the 17th century - after Le Gallois","","David Fuller","","","","","",""
"EMM","1976","1","4.1","27","None","Early music for harpsichord - 1","","Howard Schott","","","","","",""
"EMM","1976","1","4.1","31","None","Making reeds for the baroque oboe - 1","","Bruce Haynes","","","","","",""
"EMM","1976","1","4.1","35","None","Choosing brass instruments","","Jeremy Montagu","","","","","",""
"EMM","1976","1","4.1","39","None","Geneviève Thibault, Madame H. de Chambure","an appreciation","Jean Jenkins","","","","","",""
"EMM","1976","1","4.1","41","None","Musick of sundrie kindes","an important new anthology of 16th century music by the Consort of Musicke directed by Anthony Rooley","Howard Mayer Brown","","","","","",""
"EMM","1976","1","4.1","44","None","Reading ligatures from their ground state","","Irving Godt","","","","","",""
"EMM","1976","1","4.1","47","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1976","1","4.1","50","None","Early music throughout Europe","the present state of music in northern Europe, in particular the Netherlands","Marie Leonhardt","","","","","",""
"EMM","1976","1","4.1","53","None","London salerooms","","Graham Wells","","","","","",""
"EMM","1976","1","4.1","55","Book Review","François Couperin: L'art de toucher le clavecin - the art of playing the harpsichord (tr Halford)","","Schott","","","","","",""
"EMM","1976","1","4.1","59","Book Review","Raymond Meylan: La flûte - les grandes lignes de son développement de la préhistoire à nos jours - Grundzüge ihrer Entwicklung von der Urgeschichte bis zur Gegenwart","","Bernard Thomas","","","","","",""
"EMM","1976","1","4.1","61","Book Review","E. Ridley: Wind instruments of European art music","","Philip Bate","","","","","",""
"EMM","1976","1","4.1","63","Book Review","Helen Rice Hollis: The piano: a pictorial account of its ancestry and development","","Howard Schott","","","","","",""
"EMM","1976","1","4.1","67","Book Review","Andrew Hughes: Medieval music, the sixth liberal art","","Howard Mayer Brown","","","","","",""
"EMM","1976","1","4.1","75","Correspondence","Authenticity","","Andrew Parkinson","","","","","",""
"EMM","1976","1","4.1","75","Correspondence","Authenticity","","Rodney Eastwood","","","","","",""
"EMM","1976","1","4.1","77","Correspondence","Authenticity","","Eph Segerman, Djilda Abbott","","","","","",""
"EMM","1976","1","4.1","79","Correspondence","Authenticity, a reply","","Howard Mayer Brown","","","","","",""
"EMM","1976","1","4.1","81","Correspondence","Authenticity","","J.D. Beasley","","","","","",""
"EMM","1976","1","4.1","81","Correspondence","Authenticity","","Norm Sohl","","","","","",""
"EMM","1976","1","4.1","83","Correspondence","Instrument restoration","","Michael Zadro","","","","","",""
"EMM","1976","1","4.1","85","Correspondence","Buzzers on lutes and fiddles","","Jeremy Montagu","","","","","",""
"EMM","1976","1","4.1","85","Correspondence","Renaissance and baroque guitar","","Shelagh Godwin","","","","","",""
"EMM","1976","1","4.1","85","Correspondence","When is a cornett not a cornett","","Ph. de Waal","","","","","",""
"EMM","1976","1","4.1","87","Correspondence","Belgian folk instruments","","G. Warren","","","","","",""
"EMM","1976","1","4.1","87","Correspondence","Crumhorns","","David Strother","","","","","",""
"EMM","1976","1","4.1","87","Correspondence","Lute dehydration","","Howard Schott","","","","","",""
"EMM","1976","1","4.1","87","Correspondence","When is a cornett not a cornett, a reply","","Christopher Monk","","","","","",""
"EMM","1976","1","4.1","89","None","Architecture and music in Zadar, Yugoslavia","","Igor Pomykalo","","","","","",""
"EMM","1976","1","4.1","91","None","Paris: a survey. Fiona McAlpine","","","","","","","",""
"EMM","1976","1","4.1","95","None","Exhibition at Bruges and RCM - summer 1975","","John Rawson","","","","","",""
"EMM","1976","1","4.1","97","None","Nuremberg training course for musical instrument restorers","","","","","","","",""
"EMM","1976","1","4.1","99","None","A postscript to `two more Dufay songs reconstructed'","","David Fallows","","","","","",""
"EMM","1976","1","4.1","123","None","Early music on new instruments","","Gordon Dodd","","","","","",""
"EMM","1976","4","4.2","127","None","`The maner of dauncying'","did our ancestors dance thus","John Ward","","","","","",""
"EMM","1976","4","4.2","143","None","The performance of unmeasured harpsichord preludes","","Davitt Moroney","","","","","",""
"EMM","1976","4","4.2","153","None","Bassano and the orchestra of St Mark's","","Eleanor Selfridge-Field","","","","","",""
"EMM","1976","4","4.2","159","None","Staging the Play of Daniel","","D. Holoman","","","","","",""
"EMM","1976","4","4.2","165","None","The chitarrone Francese","","Robert Spencer","","","","","",""
"EMM","1976","4","4.2","167","None","Con ogni sorte di stromenti - with every kind of instrument","","Denis Arnold","","","","","",""
"EMM","1976","4","4.2","173","None","Making reeds for the baroque oboe - 2","","Bruce Haynes","","","","","",""
"EMM","1976","4","4.2","183","None","Performing early music on record - 3","the baroque in Germany","Denis Arnold","","","","","",""
"EMM","1976","4","4.2","185","None","Where the wind blows","","Christopher Monk","","","","","",""
"EMM","1976","4","4.2","189","None","London salerooms","","Graham Wells","","","","","",""
"EMM","1976","4","4.2","191","Book Review","Sybil Marcuse: A survey of musical instruments","","Mayer Brown","","","","","",""
"EMM","1976","4","4.2","193","Book Review","Rudolf & Uta Henning, ed.:  Zeugnisse alter Musik","Graphik aus fünf Jahrhunderten","Mayer Brown","","","","","",""
"EMM","1976","4","4.2","197","Book Review","Eleanor Selfridge-Field: Venetian instrumental music from Gabrieli to Vivaldi","","Mayer Brown","","","","","",""
"EMM","1976","4","4.2","199","Book Review","Richard Petzold: Georg Philipp Telemann","","Bergmann","","","","","",""
"EMM","1976","4","4.2","201","Book Review","Robert Eliason: Graves and Company, musical instrument makers","","Thomson","","","","","",""
"EMM","1976","4","4.2","203","Book Review","William Lichtenwanger, ed.: A survey of musical instrument collections in the United States and Canada","","Hullfish","","","","","",""
"EMM","1976","4","4.2","205","Book Review","Musikhandschriften in Basel Ausstellungskatalog","","Thomson","","","","","",""
"EMM","1976","4","4.2","205","Book Review","Old instruments in New Zealand, the Zillah and Ronald Castle collection of early and unusual musical instruments","","Thomson","","","","","",""
"EMM","1976","4","4.2","207","Book Review","John Henry van der Meer:  Germanisches Nationalmuseum Nürnberg","","","","","","","",""
"EMM","1976","4","4.2","223","Correspondence","Crumhorns: Dr Moeck and John Hanchet","","Hermann Moeck","","","","","",""
"EMM","1976","4","4.2","223","Correspondence","Crumhorns: Dr Moeck and John Hanchet","","John Hanchet","","","","","",""
"EMM","1976","4","4.2","225","Correspondence","Crumhorns: Dr Moeck and John Hanchet","","William Campbell","","","","","",""
"EMM","1976","4","4.2","227","Correspondence","A gentler Arnold Dolmetsch","","Diana Poulton","","","","","",""
"EMM","1976","4","4.2","227","Correspondence","A gentler Arnold Dolmetsch","","Elisabeth Goble","","","","","",""
"EMM","1976","4","4.2","227","Correspondence","The `Guitarra Española'","","Monica Hall","","","","","",""
"EMM","1976","4","4.2","229","Correspondence","Singing early music","","George Newton","","","","","",""
"EMM","1976","4","4.2","229","Correspondence","Singing early music","","Michael Mowbray-Silver","","","","","",""
"EMM","1976","4","4.2","229","Correspondence","The `Guitarra Española', a reply","","James Tyler","","","","","",""
"EMM","1976","4","4.2","231","Correspondence","New society for instrument study (FoMRHI)","","Jeremy Montagu","","","","","",""
"EMM","1976","4","4.2","233","Correspondence","Baroque organs in Paris","","Arthus Lawrence","","","","","",""
"EMM","1976","4","4.2","233","Correspondence","Choosing brass instruments","","Philip Bate","","","","","",""
"EMM","1976","4","4.2","233","Correspondence","Woods used for woodwind","","Brian Woods","","","","","",""
"EMM","1976","4","4.2","235","Correspondence","A portable microfiche reader","","Peter Holman","","","","","",""
"EMM","1976","4","4.2","235","Correspondence","Stringing the baroque guitar","","Robert Strizich","","","","","",""
