"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"PWW","2008","12","173","22","Tricks of the Trade","Quick router depth setup","","",""
"PWW","2008","12","173","22","Tricks of the Trade","Soft screw safety","","",""
"PWW","2008","12","173","24","Arts & Mysteries","18th-century chairmaking","building a Philadelphia Chippendale chair - part 2","Cherubini",""
"PWW","2008","12","173","30","I can do that","Coffee table","uncomplicated construction and an easy, attractive finish make this table tops","Huey",""
"PWW","2008","12","173","32","The Wood Whisperer","Free-form sculpting","with a couple simple techniques you'll augment your design skills and flexibility","Spagnuolo",""
"PWW","2008","12","173","36","Tool Test","Veritas skew rabbet planes","how novel: rabbet planes that actually work well in hardwoods and in cutting across the grain","",""
"PWW","2008","12","173","38","Tool Test","Amana In-Tech router bits (using inserts)","","",""
"PWW","2008","12","173","38","Tool Test","Titebond instant bond CA glue","","",""
"PWW","2008","12","173","40","Tool Test","Triton TC36LS 3.6 volt lithium-ion screwdriver","","",""
"PWW","2008","12","173","40","Tool Test","Woodpeckers saw gauge","","",""
"PWW","2008","12","173","42","Tool Test","12 in. sliding compound miter saws tested and compared","Bosch, DeWalt, Hitachi, Makita, Milwaukee, Ridgid, Festool","Lang",""
"PWW","2008","12","173","48","None","Stickley mantle clock","the leaded-glass window and 12-sided clockface opening are just two of the eye-catching details that make this mantle clock a must-build","Huey",""
"PWW","2008","12","173","55","None","2008 best new tools","Colt Forstner bits, Powermatic 18-in. bandsaw, Delta Unisaw, Bridge City Jointmaker Pro, Festool OF2200 router, Makita compact screwdriver, Jet resaw bandsaw, Bosch jigsaw blades, Jet drum sander, Gramercy croscut saw, Veritas rabbet plane, Byrd Tool cutterheads","Schwarz",""
"PWW","2008","12","173","60","None","Build a wooden  jack plane","making your own version of this workhorse tool helps you understand how and why a plane works (and what to do if it doesn't)","Rodriguez",""
"PWW","2008","12","173","66","None","Shaker nesting trays (but not traditional)","the iconic form of the Shaker box top is the basis for this simple to build yet elegant set of serving tray","Wilson",""
"PWW","2008","12","173","72","None","Drawknives & spokeshaves","the drawknife and spokeshave were once standard in every woodworker's toolbox - and they're still useful in the modern shop","Dunbar",""
"PWW","2008","12","173","78","Jig Journal","Shopmade mortise jig","you don't need fancy tools or a special machine to create a traditional joint","Huey",""
"PWW","2008","12","173","82","Flexner on Finishing","How to brush a finish","putting some sense back into a simple task","Flexner",""
"PWW","2008","12","173","88","Out of the Woodwork","Sharpeners' anonymous","a 12-step program for regrowing forearm hair","Skiver",""
"PWW","2009","2","174","10","Out on a Limb","The map is not the territory","","Schwarz",""
"PWW","2009","2","174","12","Letters","Are published furniture plans fair game for manufacture?","","Root, Shackelford",""
"PWW","2009","2","174","12","Letters","Moulding cutterhead","another way to trim flush","Carlman, Huey",""
"PWW","2009","2","174","14","Letters","Art vs utility in copyright laws and who hold the plan rights?","","Wallentine, Schwarz",""
"PWW","2009","2","174","14","Letters","Clarification: 'Greene & Greene: Details and joinery'","","",""
"PWW","2009","2","174","16","Tricks of the Trade","A hoseline clothesline","","Kugizaki",""
"PWW","2009","2","174","18","Tricks of the Trade","Magnetic dust gate control","","Owen",""
"PWW","2009","2","174","18","Tricks of the Trade","Safe sawing of round board","","Wayland",""
"PWW","2009","2","174","20","Tricks of the Trade","A drilling platform for small pieces","","Duclos",""
"PWW","2009","2","174","22","Arts & Mysteries","Make a ball & claw foot","part 3 in a series on building a Philadelphia style Chippendale chair","Cherubini",""
"PWW","2009","2","174","28","The Wood Whisperer","Throw away your tape measure","sometimes it's best to let your project supply the answers","Spagnuolo",""
"PWW","2009","2","174","32","I can do that","Lowprofile serving tray","off-the-rack moulding and packing tape make this project easy","Watts",""
"PWW","2009","2","174","36","Tool Test","SawStop contractor model","safety aside, this is a solid saw on its own","Huey",""
"PWW","2009","2","174","38","Tool Test","New Veritas premium block planes","Veritas NX60 & VX60","Schwarz",""
"PWW","2009","2","174","40","Tool Test","Optimal performance with 'AutoShift'","18-V lithium-ion AutoShift drill/driver","Huey",""
"PWW","2009","2","174","42","None","Shaker stepback, with simple mortise-and-tenon joints and floating panels","a classic furniture form revised for 21st century entertainment","Fitzpatrick",""
"PWW","2009","2","174","50","None","The art of making dovetailed drawers","fine furniture calls for an elegant drawer; a master cabinet maker shares his appraoch to design and fitting","Rodriguez",""
"PWW","2009","2","174","55","None","Four ways to make tapered legs","we explore methods to help you find the one that works best: planer, jointer, tablesaw and band saw","Neer, Huey, Rodriguez, Schwarz",""
"PWW","2009","2","174","60","None","The Barnsley hay rake table: inspired by the Arts & Crafts movement and traditional agricultural tools of rural England","this massive oak table is awash in handworked details, including hand-forged iron buttons","Weber",""
"PWW","2009","2","174","66","None","D.L. Barrett & Sons: planemakers","An award-winning plow plane that's near perfection was built by an 18-year-old maker","Schwarz",""
"PWW","2009","2","174","70","Flexner on Finishing","Finishing cherry","some straight talk about cherry and blotching","Flexner",""
"PWW","2009","2","174","74","Great Woodshops","Using wood to make waves","Reuben Margolin uses scraps to explore science, nature and math","Rosen",""
"PWW","2009","2","174","80","Out of the Woodwork","A puzzling beginning","how one woodworker got over her fear of dismemberment: more fear","Evans",""
"PWW","2009","4","175","12","Out on a Limb","Are we friend or foe to the trees?","","Schwarz",""
"PWW","2009","4","175","14","Letters","Firmer chisels vs typical bevel-edge chisels","","Schwarz",""
"PWW","2009","4","175","14","Letters","What sealer over water-base?","","Huey",""
"PWW","2009","4","175","14","Letters","Why are miter saws pushed","","Lang",""
"PWW","2009","4","175","15","Letters","Cross grain construction query","","Huey",""
"PWW","2009","4","175","15","Letters","Safer dado stack use for tenons","","Jordan",""
"PWW","2009","4","175","15","Letters","Saw safety ignored","","Oster",""
"PWW","2009","4","175","15","Letters","Should I get a combo machine or a standalone planer?","","Schwarz",""
"PWW","2009","4","175","15","Letters","Won't wedged tenons split the Craftsman bookcase sides?","","Lang",""
"PWW","2009","4","175","16","Tricks of the Trade","Vise-clamping odd shapes","","Dieterichs",""
"PWW","2009","4","175","17","Tricks of the Trade","Calculating odd miter angles","","Jones",""
"PWW","2009","4","175","17","Tricks of the Trade","Handscrew headstand revisited","","Broddon",""
"PWW","2009","4","175","17","Tricks of the Trade","Removing damged screws","","Keller",""
"PWW","2009","4","175","17","Tricks of the Trade","Sandpaper cutting board","","Lipanovich",""
"PWW","2009","4","175","18","Tricks of the Trade","A slick digital angle gauge trick","","Weisser",""
"PWW","2009","4","175","18","Tricks of the Trade","Benchtop screw tops","","Borgwardt",""
"PWW","2009","4","175","18","Tricks of the Trade","Tape clamping small miters","","Mashburn",""
"PWW","2009","4","175","20","The Wood Whisperer","A sticky situation","six common situations where specialty glues serve you well","Spagnuolo",""
"PWW","2009","4","175","22","Jig Journal","Hold handwork without a vise","","Lang",""
"PWW","2009","4","175","24","Arts & Mysteries","Shaping the splat","building a Philadelphia chair - part 4","Cherubini",""
"PWW","2009","4","175","28","I can do that","Storage bench","keep the end of your bed organized in style","Depenning",""
"PWW","2009","4","175","30","Tool Test","Veritas dovetail saw","new saw design opens the door to hand sawing","Lang",""
"PWW","2009","4","175","31","Tool Test","Metabo random-orbit sander pulls double duty","","Huey",""
"PWW","2009","4","175","31","Tool Test","Ridgid's granite top tablesaw","","Huey",""
"PWW","2009","4","175","32","Tool Test","Craftsman's router for light duty work (palm router)","","",""
"PWW","2009","4","175","32","Tool Test","Vesper sliding bevel locks like a rock","","Schwarz",""
"PWW","2009","4","175","34","None","Greene & Greene medicine cabinet","humble origins (a garage) but a distinguished pedigree in the ultimate Arts & Crafts medicine cabinet","Lang",""
"PWW","2009","4","175","40","None","Three ways to make edge joints","so what's the best way to make this bewildering but imperative joint?  hand or power?  with spring joint or not?","Lang, Huey, Schwarz",""
"PWW","2009","4","175","44","None","Providence writing desk","this compact, elegant desk features a delicate bead that wraps the bottom of the apron, which is echoed at the ankles of the saber-shaped legs","Rodriguez",""
"PWW","2009","4","175","50","None","Plungecut saws (Makita, DeWalt, Festool)","these saws are the best for breaking down sheet goods","Huey",""
"PWW","2009","4","175","55","None","Carving Spanish feet","a Delaware Valley foot and a Pennsylvania ring-and-vase turning combine to develop a period style design","Bender",""
"PWW","2009","4","175","58","None","Band-sawn 'twister' box","This undulating bandsawn box is simple and fun to make and makes a great gift","Thiel, Stack, Keener Ventura",""
"PWW","2009","4","175","62","None","Grinder tool rest jig","this simple jig makes it easy to set your tool rest at predictable, repeatable angles","Wedlock",""
"PWW","2009","4","175","66","Flexner on Finishing","Finishinig the 5 types of wood","organize all the woods into categories to determine the best finishing strategy","Flexner",""
"PWW","2009","4","175","72","Out of the Woodwork","The allure of the new","if all you have is a hammer, well, you might need another hammer","Fulkerson",""
"PWW","2009","6","176","12","Letters","Tapered blades on backsaws: what's the benefit","","Schwarz",""
"PWW","2009","6","176","14","Letters","Can white oak branch wood be used to make good pegs?","","",""
"PWW","2009","6","176","14","Letters","SawStop safety question","","Lang",""
"PWW","2009","6","176","16","Tricks of the Trade","Bar clamp hold-down","","",""
"PWW","2009","6","176","18","Tricks of the Trade","Accurate and easy joint-depth gauge","","",""
"PWW","2009","6","176","18","Tricks of the Trade","Easy band saw bearing adjustment","","",""
"PWW","2009","6","176","18","Tricks of the Trade","Safe brush and small tool storage","","",""
"PWW","2009","6","176","20","Tricks of the Trade","Pocket hole drill bit gauge","","",""
"PWW","2009","6","176","20","Tricks of the Trade","Prevent holdfast damage with plastic","","",""
"PWW","2009","6","176","20","Tricks of the Trade","Triangle marking system","","",""
"PWW","2009","6","176","22","Arts & Mysteries","Low-relief carving","tips and tricks from a master","Cherubini",""
"PWW","2009","6","176","26","I can do that","Library magazine rack","three tiers from two pieces of lumber equals one boatload of storage","Huey",""
"PWW","2009","6","176","28","Tool Test","Grizzly's 'ultimate band saw' G0636X","","Huey",""
"PWW","2009","6","176","29","Tool Test","Ashley Iles Mk2 bevel edge chisels","","Schwarz",""
"PWW","2009","6","176","29","Tool Test","Woodpeckers PRL-V2 precision router lift","","Huey",""
"PWW","2009","6","176","30","Tool Test","Craftsman oscillating spindle sander","","Huey",""
"PWW","2009","6","176","32","None","A joiner's tool chest","not too big, not too small - this chest is a handy size for a basic set of tools","Underhill",""
"PWW","2009","6","176","40","None","Ebonizing wood","achieve a rich, saturated color in just a few simple steps using household products and powder from a South American evergreen","Boggs",""
"PWW","2009","6","176","44","None","A classic huntboard","ample storage and simple lines make this traditional piece ideal for any dining room","Huey",""
"PWW","2009","6","176","51","None","A carved 17th century panel","straightforward use of simple V-tools and gouges can produce an eye-catching panel to incorporate into a joined chest or box","Follansbee",""
"PWW","2009","6","176","56","None","Bed rocks from abroad (Börg, Wood River)","discover if these new planes from abroad make the cut in comparison with Veritas, Lie-Nielsen and Clifton smoothing planes","Schwarz",""
"PWW","2009","6","176","60","None","Graduated drawers","you don't need a tape or math to lay out graduated drawers with attractive proportions - all you need are two pairs of dividers","Walker",""
"PWW","2009","6","176","64","None","Dock chair","lightweight, portable and foldable, this handsome chair is also simple to make","Watts",""
"PWW","2009","6","176","68","The Wood Whisperer","Not just for the new","seasoned professionals also benefit from Woodworkers Safety Week 2009","Spagnuolo",""
"PWW","2009","6","176","70","Flexner on Finishing","Choosing a finish for color","different finishes look different on different species","Flexner",""
"PWW","2009","6","176","74","Jig Journal","No-nonsense router table","a great router table for little cost and just a few hours to build","Lang",""
"PWW","2009","6","176","80","Out of the Woodwork","But is was a bargain","bird poop and bug carcases may just be hiding a treasure in a wood pile","Briere",""
"PWW","2009","8","177","12","Letters","Huntboard mortises: how much glue is enough?","","Huey",""
"PWW","2009","8","177","13","Letters","Making the bead of the Providence writing desk","","Rodriguez",""
"PWW","2009","8","177","13","Letters","Plane review disappoints","","Schwarz",""
"PWW","2009","8","177","14","Tricks of the Trade","Sled runner restraints","","",""
"PWW","2009","8","177","15","Tricks of the Trade","Establishing depth reference","","",""
"PWW","2009","8","177","15","Tricks of the Trade","Multi-purpose micro adjuster for tablesaw fence","","",""
"PWW","2009","8","177","16","Tricks of the Trade","A tracing mouse for sculptural parts","","",""
"PWW","2009","8","177","16","Tricks of the Trade","Cheap on-board task lighting","","",""
"PWW","2009","8","177","16","Tricks of the Trade","Off the shelf clamp rack","","",""
"PWW","2009","8","177","18","Arts & Mysteries","Incorporating carving instructions learned from a master","building a Philadelphia chair - part 5","Cherubini",""
"PWW","2009","8","177","22","The Wood Whisperer","John Hall's frame","one of the famous Hall brothers designed this piece of art","Spagnuolo",""
"PWW","2009","8","177","26","I can do that","Knife block","one piece of wood and a lot of bamboo sticks do the trick","Schwarz",""
"PWW","2009","8","177","28","Tool Test","The new Unisaw","Delta redesigns its flagship tablesaw with great success","Huey",""
"PWW","2009","8","177","29","Tool Test","A beefy battery powered jigsaw","Milwaukee M18","Huey",""
"PWW","2009","8","177","29","Tool Test","Czeck edge marking tools","Czeck Edge Hand Tools","Schwarz",""
"PWW","2009","8","177","30","Tool Test","Blue Spruce mallets are shcockingly durable","Blue Spruce Toolworks","Schwarz",""
"PWW","2009","8","177","30","Tool Test","Skil's new 18-volt lithium-ion drill/driver","Skil","Huey",""
"PWW","2009","8","177","32","None","Pennsylvania blanket chest","this classic piece incorporates myriad building techniques to enhance your skills - as well as a secret storage compartment","Huey",""
"PWW","2009","8","177","40","None","3 ways to make raised panels","don't let a lack of tools keep you from making classic raised panels - we show you how to do it three ways: with a router, a hand plane or a table saw","Lang, Schwarz, Huey",""
"PWW","2009","8","177","44","None","The case for bevel-up planes","renowned craftsman makes the argument that bevel-up planes are easier to tune for end grain and difficult woods","Bird",""
"PWW","2009","8","177","49","None","Federal-style inlay - bell flowers and stringing","small pieces of inlay can have a big visual impact in your work - discover how to make and incorporate these classic Federal design features","Millard",""
"PWW","2009","8","177","54","None","Understanding glues - part 1","delve into the characteristics and properties of the seven families of glue and adhesives","Adams",""
"PWW","2009","8","177","62","Great Woodshops","The Woodwright's school - Roy Underhill","check your cell phone and dozuki at the door","Schwarz",""
"PWW","2009","8","177","66","Flexner on Finishing","Wipe, don't brush","wiping is the efficient way to apply stain","Flexner",""
"PWW","2009","8","177","80","Out of the Woodwork","Hook kids with kits","a project prepped for children passes on the love of woodworking","Ilardo",""
"PWW","2009","10","178","10","Out on a Limb","Don't do the math","","Schwarz",""
"PWW","2009","10","178","12","Letters","Clamp pressure questions for benchtop build","","Vanzo/Schwarz",""
"PWW","2009","10","178","12","Letters","Grinder jig defense","","Wedlock",""
"PWW","2009","10","178","12","Letters","Why you should get really hammered","","Leko/Schwarz",""
"PWW","2009","10","178","14","Letters","Dispelling bubble myths?","","Bloom/Flexner",""
"PWW","2009","10","178","16","Tricks of the Trade","Backsaw depth limiter","","Balbis",""
"PWW","2009","10","178","16","Tricks of the Trade","Depth gauge as mini square","","Hanisch",""
"PWW","2009","10","178","18","Tricks of the Trade","Dovetail starter notches","","Law",""
"PWW","2009","10","178","18","Tricks of the Trade","Tablesaw infeed extension","","Sawyer",""
"PWW","2009","10","178","20","Arts & Mysteries","Sticking together","anatomy of an 18th century chair glue-up","Cherubini",""
"PWW","2009","10","178","24","I can do that","Fish sticks","this trivet is simple and fun to make - in any number of shapes","Fitzpatrick",""
"PWW","2009","10","178","28","Tool Test","Stanley's new premium plane - Stanley No. 4 bench plane","the venerable tool company stages a comeback in the woodworking market","Schwarz",""
"PWW","2009","10","178","30","Tool Test","A feature packed trim router from Ridgid","","Huey",""
"PWW","2009","10","178","30","Tool Test","Cutting edge grinding tool from Sorby","","Lang",""
"PWW","2009","10","178","32","None","Benchtop tablesaws (Bosch, Craftsman, DeWalt, Jet, Makita)","we tested five new-generation benchtop table saws - each has a riving knife","Huey",""
"PWW","2009","10","178","39","None","Windsor shop stool","with just basic lathe skills and some angled drilling, you can make a handsome and comfortable Windsor stool","Dunbar",""
"PWW","2009","10","178","46","None","Tiny teeth tame tear-out","you can avoid tear-out - even in highly figured wood - simply by using a toothed blade in your handplane","Puchalski",""
"PWW","2009","10","178","50","None","Understanding glues: part 2","how to choose the right glue, prepare the wood and clamp the joint to get the best results","Adams",""
"PWW","2009","10","178","56","None","lnlaid (bible?) box - Pennsylvania style","scholars disagree on the original use for this piece - regardless, it's a simple heirloom project for you to practice your inlay and lathe skills","Huey",""
