"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"FWW","1976","1","1","173","None","Shaped tambours","some design considerations","Sfirri","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","175","None","Stacked plywood","a fluid alternative to hardwood","Swartz","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","178","None","Stacking","the technique of building up wood forms for carving","Kelsey","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","183","None","Bent laminations","slice and glue the wood to make it curve","Osgood","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","0","None","Fine Wood Working Techniques, vol 2","selected articles from FWW #8-#13","Taunton Press","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","2","None","Chain-saw lumbering","cut wood where it falls","Sperber","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","5","None","Rip chain","","Sperber","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","7","None","Getting lumber, take log to mill","or mill to log","Anderson","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","8","None","Measuring moisture","portable meters prevent guesswork and grief","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","10","None","Lumber grading","a guide for the perplexed","Rice","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","13","None","Cleaving wood","froe follows long fibers","Langsner","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","17","None","Knife checks in veneer, how they are formed","how to cope with them","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","22","None","Dust collection system","damper-controlled setup keeps basement shop clean","Johnson","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","25","None","Small workbench","a simple and versatile design","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","26","None","Tool cabinets","removable trays are the heart of them","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","28","None","Holding the work","shaving horse and low bench","Alexander","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","31","Methods of Work","Bench clamp","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","31","Methods of Work","Glass scraper","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","31","Methods of Work","Leg vise","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","32","None","Basic blacksmithing","what a woodworker needs to forge tools","Larsen","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","36","None","Whetstones","How novaculite is quarried and finished","Wing","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","38","None","Sharpening","a sampling of techniques and tips","Haughey","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","39","None","Grinding and honing","","Symonds","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","40","None","Brush and buff","","Owen","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","40","None","Resurfacing stones","","Baldinger","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","40","None","Which way to hone","","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","41","None","Hand grinder","","Marks","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","42","None","Wooden clamps, they are strong","handsome and cheap to make","Showalter","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","43","None","Threading tools","a user's evaluation","Showalter","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","45","None","A dowel maker","","Robinson","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","48","Methods of Work","Gluing table","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","48","Methods of Work","Lag screw tap","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","48","Methods of Work","Sizing","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","48","Methods of Work","Storing clamps","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","48","Methods of Work","Threads in end-grain","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","49","Methods of Work","Clamping a scarf joint","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","49","Methods of Work","Clamping boxes","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","49","Methods of Work","Clamping with bedsprings","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","49","Methods of Work","Gluing frame","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","49","Methods of Work","Picture-frame clamp","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","50","None","Scratch beader","simple tool makes intricate moldings","Kramer","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","51","None","Two tools: small saw and marking gauge","","Richey","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","52","None","Sawing by hand","bowsaw is best; keep it sharp","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","53","None","Sharpening vise","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","55","None","Making a bowsaw","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","56","None","Circular saws","how to keep them sharp and running true","Roth","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","60","Methods of Work","Ball bearing collars","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","60","Methods of Work","Making chisels","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","61","Methods of Work","Knife profile patterns","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","61","Methods of Work","Sharpening setup","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","61","Methods of Work","Triangle tip 1","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","61","Methods of Work","Triangle tip 1","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","62","None","End-boring jig","horizontal cross feed makes drill press more versatile","Voorheis","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","63","None","Scale models","plywood mockup illuminates design","Trotman","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","64","None","Basic machine maintenance","regular cleaning and lubrication are essential","Troe","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","70","None","Preparation of stock","the essential first step is obtaining a true face side","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","75","None","Pencil gauges","a bag of tricks for marking wood","Blanford","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","76","None","Triangle marking","a simple and reliable system","van Draanen","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","78","None","Drawers","logical assembly ensures proper fit","van Draanen","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","82","Methods of Work","Curved edge joint","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","82","Methods of Work","Dip for screws","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","82","Methods of Work","Drawer push","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","82","Methods of Work","Ogee molding","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","83","None","Drawer bottoms","six variations on a theme","Marks","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","86","None","Routed edge joint","fence guides router for seamless fit","Harra","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","88","None","Tambours","precise measuring and machining makes slats run smoothly","Mattia","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","94","None","Shaped tambours","","March","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","95","None","Of the cylinder desk and bookcase","","Sheraton","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","96","None","Louvered doors","router jig cuts slots","Reynolds","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","96","Methods of Work","Mortising plane","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","98","None","Entry doors, frame-and-panel construction is sturdy","handsome","Davies","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","102","None","The right way to hang a door","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","103","None","Hanging a door","another way to get it right","Ryan","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","105","None","A two-way hinge","careful routing makes screen fold","Mackaness","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","106","None","Designing for dining","Dutch pull-out extends table for guests","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","110","None","Wooden clockworks, design and construction require ingenuity","care","Lord","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","120","None","Spindle turning","how to sharpen and use roughing-down and coving gouges","Child","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","124","Methods of Work","Steel-wool holder","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","124","Methods of Work","Tapered turning head","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","125","None","Small turned boxes","grain direction determines technique","Smith","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","128","None","Turning spalted wood","sanders and grinders tame ghastly pecking","Lindquist","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","134","None","Laminated turnings, making bowls from stacked rings","bottles from tall staves","Graves","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","137","None","Compound angled staves","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","138","None","Rings from wedges","","Waterman","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","139","None","Staved cones","the general mathematics","Webb","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","140","None","Laminated bowls","simple cuts procedure complex curves","Irwin","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","142","None","The flageolet, basic woodwind is turning","drilling exercise","Forrester","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","144","None","Aztec drum","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","144","Methods of Work","Better V-block","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","144","Methods of Work","Mounting flute blanks","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","146","None","Carving lab","a basic exercise for beginners","Buyer","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","148","None","Chainsaw carving","furniture and sculpture from green logs","Brooks Werner","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","151","None","Shapes and forms","","Brooks","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","152","None","Relief carving","traditional method works best","Butz","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","152","Methods of Work","Carving gouge","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","152","Methods of Work","veneer strip thicknesser","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","156","None","Ball-and-claw feet","how to carve them","Marlow","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","158","None","Cockle shell","giant carving gives corner cupboard class","Gottshall","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","162","None","Steam bending","heat and moisture plasticize wood","Keyser","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","168","None","Hot pipe bending, coordination","concentration and practice ensure success","Cumpiano","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","169","None","Bending irons","","Cumpiano","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","172","None","Hammer veneering, veneer the whole world","without clamps","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","175","None","Leather on wood","how to inlay it and tool it with gold","Cohen","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","178","None","Cutting corners","how to mount marquetry","Rose","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","180","None","Parsons table","building and veneering them","Moore","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","186","None","Stains, dyes and pigments","the wood grain should remain readable","Frank","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","188","None","Notes on finishing","avoid the unseemly rush to glue up","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","188","Methods of Work","Removing mill marks","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","188","Methods of Work","Staining curly maple","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Marking tips","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Marquetry patching","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Remove broken screws","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Repairing with glue","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Sanding small pieces","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","192","Methods of Work","Veneering cylinders","","","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","193","None","Sanding","the basic tools and techniques","Green","","","","","","","","","","","","","","","","","","",""
"FWW","1977","1","2","196","None","Tung oil","quick drying finish is handsome and tough","Woods","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","0","None","Fine Wood Working Techniques, vol 3","selected articles from FWW #14-#19","Taunton Press","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","2","None","Sawmilling","how one small mill works","Gorrell","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","9","None","Black light makes some woods glow","","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","10","None","Harvesting green wood","patience and perseverance pay off","Nish","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","14","None","Wood has to breath","doesn't it","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","16","None","PEG for the woodworker","what you always wanted to know about polyethylene glycol-1000","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","22","None","Workbench","ingenious ways to hold the work","McKinley","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","26","None","Improving planes","simple modifications eliminate most common problems","Foncannon","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","29","None","Restoring Bailey planes","wood-metal hybrids are worth the trouble","Gibbs","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","30","None","Box joint jig","router template indexes cut","Warner","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","32","None","Router tables","build one you cannot buy","Kunkel","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","36","None","Shop-built vacuum press","air pressure bends and glues veneer","Bjorkman","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","42","None","Air powered tools","what is available and where to get it","Laske","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","47","Methods of Work","Jointing circular saw blades","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","47","Methods of Work","Portable saw guide","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","47","Methods of Work","Tin-can drying oven","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","48","None","Precision","tips from the die making trade","Johnson","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","50","None","The jointer, how to adjust","sharpen and use this basic machine","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","53","Methods of Work","Folding cutting table","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","53","Methods of Work","Reversing switch","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","56","None","The mortise and tenon joint","best results come directly from chisel and saw","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","62","None","The haunched mortise and tenon","how to strengthen the corner joint","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","64","None","More on mortising","and joining table legs to apron","Klausz","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","66","None","Methods of an old world cabinet maker","","Mastelli","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","69","Methods of Work","Cutting dovetails on the scroll saw","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","69","Methods of Work","Tablesaw tenoner","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","70","None","Mortise and tenon by machine","with help from jigs and fences","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","75","None","Locking the joint, tenons tusked","draw-pegged or wedged will hold without glue","Kirby","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","78","None","Furniture from photographs, for the right moldings","you'll also need to make a shaper","Traylor","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","78","None","Mortising: sloping wedges","shims","Rower","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","83","None","Designing shaper knives","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","86","None","Drop-leaf and gate-leg tables","graceful proportions make all the difference","Watts","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","89","None","Cheap clamps","","Green","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","90","None","Make the rule joint, with hand tools","the process is as important as the product","Wallace","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","94","None","The shape of a violin, it is, and it isn't","as simple as it looks","Wake","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","98","None","Making cabriole legs","rasps smooth complex shape","Krales","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","101","None","Cabriole templates","","Riordan","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","101","None","Contour tracer","","Lynch","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","102","None","Library steps","exacting design and complex joinery","Watts","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","104","None","Koa table","cove cuts emphasize joinery","Davies","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","105","None","Production problem","making hundreds of square frames","Jones","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","105","Methods of Work","And another supporting idea","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","105","Methods of Work","Holding irregular shapes","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","105","Methods of Work","Roller support for ripping","","","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","108","None","Two toy trucks","auto transport and delivery vans","Lavin","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","110","None","Tapered sliding dovetails","router jig and masking-tape shim make for easy fit","Donnelly","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","111","None","Dragonfly","plans for a cam-operated pull toy","Huntley","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","114","None","Routing for inlays","template guides match inlay and recess","Schramm","","","","","","","","","","","","","","","","","","",""
"FWW","1979","1","3","116","None","Routed signs","overhead projector transfers layout to prepared wood","Wilbur","","","","","","","","","","","","","","","","","","",""
